商品title,商品链接,商品描述,商品五点,商品类目
"Umbra Buddy Door Stop, Heavy-Duty and Flexible, Soft-Touch Finish, Protects Your Floors, 1 Pack, Lagoon Blue",https://www.amazon.com/Umbra-Heavy-Duty-Flexible-Soft-Touch-Protects/dp/B08CZXN57S/ref=zg_bs_1069196_93?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,"A playful and helpful tool, the BUDDY DOORSTOP features Umbra’s signature Buddy figurine. A new addition to the Buddy Family, this imaginative door stopper helps to keep your door open as it appears as if Buddy is stuck underneath the door. Made out of soft-touch thermoplastic rubber, Buddy Doorstop won’t skid or scratch your floors and will keep door wedged in place. For a fun door stopper and cute gift idea order Buddy Doorstop from Umbra today!","PROTECTS FLOORS: Buddy is soft to the touch but won’t skid or scratch floors, protecting your floors and doors from damage,SLIP-RESISTANT: Buddy doorstop is slip-resistant to ensure a strong wedge,WORKS ON EVERY FLOOR SURFACE: An everyday essential, this non-damaging doorstop works on multiple floor surfaces to keep your door propped open,TOTAL SATISFACTION OR YOUR MONEY BACK: If you’re not completely satisfied for any reason, contact us within 30 days and we will fix it or issue a full refund",
"Door Stopper Wall Protector Small 1.57"" (12 PCS) with Strong 3M Adhesive - Quiet and Shock Absorbent Silicone Wall Protectors from Door Knobs - Discreet Door Bumper to Protect Every Wall Surface",https://www.amazon.com/Stopper-Protector-Small-Strong-Adhesive/dp/B08XR1NFB6/ref=zg_bs_1069196_9/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"【WALL PROTECTOR】: Are door knobs damaging your walls? Don't worry! Our small 1.57 inch door knob wall protector will not only cover up existing wall damage but also save your walls from future damage. Better have these than ugly holes on your walls,【NOISE REDUCTION】: This wall door stopper is made of high-quality silicone rubber with optimum thickness to absorb the impact noise. Now let your children play with the doors and you won't hear a bang. Thanks to these door bumper,【STRONG 3M ADHESIVE】: Looking for a long-term solution? Look no further! Our door wall protector comes with strong 3M adhesive to firmly stick to all kinds of surfaces. Be it wood, drywall, cemented wall, ceramic, marble, glass or any other - you name it,【EASY INSTALLATION - DIY】: Just clean the surface with a dry cloth, peel off the sticker and stick the door knob stopper for wall at the desired surface by firmly applying pressure. That's it! No Drilling,【CUSTOMER SATISFACTION】: We hope you will love our door stop wall protector. It not just protects your walls from room doors, but can also guard your walls from refrigerator, cabinet and shower doors along with other furniture. However, if you feel unsatisfied, message us right away and we will be happy to offer you a full refund or a replacement with free return",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"HOMOTEK 6 Pack Hinge Pin Black Door Stopper,Adjustable Deluxe Heavy Duty Door Stopper 2-1/2""x1-3/4”,with Black Rubber Bumper Tips",https://www.amazon.com/HOMOTEK-Stopper-Adjustable-Deluxe-Rubber/dp/B07X1R4JNB/ref=zg_bs_1069196_15/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"Quantity For Use- 6 Pieces In Total.For Use On Hinged Doors Where The Installation Of a Standard Door Stop Is Not Desirable.,Durable And Secure- Our Unique Rubber Tips Are Designed To Stop Doors Of All Types Without Causing Damage To Your Walls Or Doors. Quality Hardware Which Can Not Break Easily.,Easy To Install- Simply Pull The Hinge Pin From One Of Your Door Hinges, Slide The Pin Into The Door Stop And Then Back Into The Hinge.,Product Specification- Projection: 2-1/2” From 1/4” Diameter Hinge Pin, Complete With Rubber Stop And Plastic Spacer, 1-5/8” Adjustable Rubber Head Screw; ( Refer To Our Drawing For Details),Reliable Quality- Your Experience With The Product Is Our Guideline. If You Shall Have Any Concerns, Send Us An e-Mail And We Will Get To You Within 24 Hours. If You Are Not Fully Satisfied, Simply Send Them Back For a New Set Or a Full Refund! No Questions Asked!",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Gotega Door Stopper, 2 Packs Kickdown Door Stop with One Touch Adjustable Height and Rubber Tip 4 Inches, Door Stops…",https://www.amazon.com/Gotega-Door-Kickdown-Adjustable-Stops/dp/B07SHKQWWM/ref=zg_bs_1069196_21/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"【Easy to Use】: The door stoppers just step on it for instant release; no manual lifting, no dirty shoes,【Easy to Install】: The door stops contains screw, use enclosed guidance sheet for marking screw holes. No need to replace rubber tip, height-adjustable rubber tip door stopper.,【Solid Grip】: The door stopper can sticks to all surfaces- hardwoods, concrete, tile, carpets.,【Maimum Durability】: Door stoppers are made of high-quality materials for long and stable use.,【Avoid Collision】：Use the kickdown door stop to avoid crashes, extend the life of the door handle, protect the wall from damage, and keep it clean and smooth",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Door Knob Wall Shield, 12PCS Transparent Round Soft Rubber Wall Protector Self Adhesive Door Handle Bumper (Small Round 1.57"", Clear)",https://www.amazon.com/Shield-Transparent-Rubber-Protector-Adhesive/dp/B082KDWXNY/ref=zg_bs_1069196_19/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"FEATURES: Small round clear style, lightweight, 12PCS door knob wall shield,USE EFFECT: To prevent the wall and the door handle collision caused by damage, transparent and beautiful,EASY TO INSTALL: Peel the protective paper to paste (keep the wall clean and dry before use), no tools required. And apply most of the surface,FLEXIBLE AND DURABLE: Environmentally friendly soft rubber material, good elasticity, can slow down the contact surface impact noise;The case of cold does not hard, long-term use is not easy to break;At the same time using strong adhesive, good viscosity, will not easily fall off,CLEAR AND CAN BE PAINTED: Neutral clear material matches most walls,can also be coated with decorative pigments",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"DomeStar Cute Dog Door Stopper, Bull Terrier Door Stop Decorative Animal Doorstop Door Wedge",https://www.amazon.com/DomeStar-Stopper-Terrier-Decorative-Doorstop/dp/B01N0DMCWO/ref=zg_bs_1069196_22/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"❤️ Dog door stop is designed like a cute humming puppy with rotating head, heart-shaped nose, bright shining eyes, a name tag hangs on the PU leather collar.,❤️ It's more of a door wedge than a door stop, jam it under the door and the gap between the base of door and the floor must from 0.35"" to 1"".,❤️ Cute door stopper has a foam strip under it to prevent sliding on hard wood, tile and linoleum, and it's not heavy enough to stop heavy door.,❤️ Size: 5"" x 3.5"" x 2"", weight: 3oz, it has that adorable quality that just makes you smile whenever you look at it.,❤️ This puppy stopper is also recommended to use as desktop and car decoration, place on a corner of desk, and it will bring you smile. Especially if you are a dog lover.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
Ives by Schlage 70A15 Hinge Pin Door Stop,https://www.amazon.com/Ives-Schlage-70A15-Hinge-Door/dp/B009E1VZUA/ref=zg_bs_1069196_56?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,Ives by Schlage 70A15 Hinge Pin Door Stop.,"For use on low frequency, residential hinged doors where the installation of a standard door stop is not desirable,Designed for narrow trim installation,High quality rubber bumpers - shoulder on stub supports rubber through entire body for engineered cushioning,Country of Origin: China",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
Wideskall White Round Door Knob Wall Shield Self Adhesive Protector (Pack of 10),https://www.amazon.com/Wideskall-White-Shield-Adhesive-Protector/dp/B071H1XYM8/ref=zg_bs_1069196_78?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,Wideskall White Round Door Knob Wall Shield Self Adhesive Protector (Pack of 10),"Protective holes on drywall from door knob.,White color, smooth finish,Vinyl Material - Self Adhesive and Paintable,3"" inch Diameter,Pack of 10 pieces",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"KOVOSCH 2 Pack Spring Door Stops Brushed Satin Nickel- 3-1/4"" Flexible Spring Door Stopper with White Rubber Bumper Tips",https://www.amazon.com/KOVOSCH-Brushed-Nickel-Flexible-Stopper/dp/B083JZKXRN/ref=zg_bs_1069196_32/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"PREVENTS WALL MARKS & PROTECTS DOOR - This satin nickel spring door stop with rubber bumper will keep your wall and door protected.,QUICK AND EASY TO INSTALL - First, mark where the stopper will go. Drill a hole. Unscrew the stoppers bottom to find the screw and drill a hole into the marked spot. Last, Screw the base mount to the wall and attached the door stopper. And voila, the door stop is ready for action!,TOUGH DURABLE DESIGN - Our heavy duty satin nickel spring door stops are made of steel, and come individually wrapped to protect against any scratches.,NOISE-CANCELLATION DESIGN - Our spring door stops keep the house peaceful, bringing you more comfort.,RELIABLE QUALITY - If there is any quality problem, please feel free to contact us. Refund or Replacement for any quality problem.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Magnetic Door Stops, Door Stopper Stainless Steel Magnetic Doorstop Brushed Satin Nickel, Black Wall Floor Mounted Door Holder Door Catch for Bedroom Bathroom Kitchen Home Office",https://www.amazon.com/Magnetic-Stopper-Stainless-Doorstop-Bathroom/dp/B087CRPLTT/ref=zg_bs_1069196_43/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"🌸🌸 NO LASER ENGRAVED MARKING 🌸🌸 Due to most customers’ feedbacks, we no longer add manufacturer's logo on magnetic door stops. Doorstops you receive will not have laser etch from now. Please rest assured to buy. ➤ KOLAKO door stopper feature in high-quality metal material with smooth and lustrous surface, not only looks simple and elegant, but stable and durable in use. The brushed magnetic doorstops surface is built to resist daily scratches, corrosion and tarnishing.,❤【ELEGANT & INVISIBLE】: The invisible floor mounted door catch is designed in a simple and elegant style, which is invisible behinds the door. Our metal magnetic door holder can be widely used indoor and outdoors, suits for home, kitchen, bedroom, living room, bathroom, office, hotel, toilet, nursery, patio door etc.,❤【INSTALL WITH SCREWS】Compared 3M adhensive magnetic doorstops, our door stopper magnetic is excellent in wider application, suitable for drywall/cement/latex paint wall; Double side door stoppers can easily drop off, not sturdy; Our wall mounted black door stopper installed with screws, has longer service time, stable and especially practical in humid/wet environments such as bathroom/kitchen/toilet. Came with user manual and all accessories for easy installation.,❤【POWERFUL MAGNETIC & SAFE DESIGN】 Magnetic door stop has strong magnetism that holds door open firmly and prevents wall scratched or impacted by doorknob. Exquisite spring buffer protects door and wall from slamming by wind or violence, as well as your naughty kids from injury by door seam; Hidden screw holes can effectively avoid scratches during cleaning, or prevent your baby from scratches caused by accidental touching when playing.,❤【PREMIUM AFTER-SALES SERVICE】: If you have any dissatisfaction with your purchase, please feel free to contact us and we will provide you a satisfying reply within 24 hours. We commit to offer you a supreme service of full refund unconditionally and there is no need to return the goods. Just enjoy this absolutely RISK FREE purchase.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Magnetic Door Stop, Brushed Nickel, 3-in (76.2 mm)",https://www.amazon.com/Magnetic-Door-Stop-Brushed-Nickel/dp/B09BV37HBG/ref=zg_bs_1069196_33/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,"Magnetism allows the door to remain open, with 5 lb of holding force | Prevents wall and door damages","Projection x Base diameter x Tip diameter: 3 in (76.2 mm) x 1 3/4 in (44.3 mm) x 1 1/4 in (32 mm),Finish: Brushed Nickel, Made of Metal,Included: Mounting hardware is included for an easy installation (#6 x 3/4 in wood screws)",
"9 Pcs Silicone Door Bumper Wall Protector , Self Adhesive Clear Door Stoper Knob Pads, Soft Reusable Rubber Wall Protectors Shield for Preventing Damage to Cabinet, Handle, Bed",https://www.amazon.com/TSKECN-Silicone-Protector-Protectors-Preventing/dp/B08CB1WPR1/ref=zg_bs_1069196_59?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,,"【Premium & Clear Material】- Made of premium raw material, these silicone door stoppers are durable, sturdy, ultra-soft, long-lasting, and can provide instant protection for all furniture and walls,【Reusable & Washable】- This soft door bumper can be washed for long-term reusing, which help you save money.,【Noise Reduction & Damage-Free】- With premium soft material and advanced self-adhesive design, these wall protectors can reduce the noise generated when closing doors or moving furniture effectively. Meanwhile, it can keep the walls clean and prevent the wallpaper from peeling off.,【Versatile Usage & Gift Idea】- These transparent door knob stoppers are suitable for many furniture and surface of various materials, such as cabinet/ bed/ refrigerator/ door handle/ desk, and wood/ glass/ frosted glass/ ceramic tile/ metal/ marble/ leather/ plastic, etc. It is also a great housewarming gift for your friends or family.,【9 Pack & Easy to Use】- The package contains 9 pieces of silicon door bumpers to meet all your daily needs. Convenient and easy to use, quick installation in 1-2 seconds! Simply stick it to the needed area and it will be your best furniture-guard immediately!",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Design House Accessories 181800 Standard Hinge Pin Door Stop, 10-Pack, Oil Rubbed Bronze, 10 Count",https://www.amazon.com/Design-House-181800-Standard-10-Pack/dp/B074LBPZQF/ref=zg_bs_1069196_60?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,,"Oil rubbed bronze finish with matching rubber tips,Fits 1/4-inch to 5/16-inch diameter hinge pins,Adjusts from 85-degrees to 125-degrees,Rubber cushion protects walls and doors,1-Year limited",
"Strongest Door Stopper, Heavy Duty Door Stop Wedge Made of Premium Quality Zinc and Rubber Suits Any Door,Any Floor. Set of 2 Plus Bonus Self Adhesive Wall Protectors (Black)",https://www.amazon.com/Strongest-Door-Stopper-Doorstops-Self-Adhesive/dp/B07H95YKYG/ref=zg_bs_1069196_26/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"PLEASE CHECK! if the space between your door and the floor is not more than 1.18 inches or lessn than 0.3 inches before you buy.,NO MORE BANGING DOORS Wedge under the door. Rubber provides a firm grip on floor & door. Heavy weight door stop – Matt Black.,FREE BONUS- comes with an extra 2 pieces Wall Door Stoppers, Door Handle Bumper Guard for Door Knob.,ALL FLOOR TYPES Carpet, Parquet or Tile the STRONGEST DOOR STOP works equally well on all.BUY NOW - NO RISK PURCHASE. If you are unhappy just return within 30 days for a full refund.,DESIGN & FUNCTION Heavy & extra strong metal doorstop, it will hold the heaviest doors without budging. Can be used on a commercial door, heavy duty door stop",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"HOMOTEK 4 Pack Heavy Duty Solid Rigid Door Stop with Soft Rubber Tip, Zinc Die Cast Door Stopper Protect Wall & Door, Black",https://www.amazon.com/HOMOTEK-Heavy-Rubber-Stopper-Protect/dp/B085XQ3L8B/ref=zg_bs_1069196_29/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"Very Easy To Install And Replace -Mount To Baseboard To Protect Walls. Just Sturdy Metal Screw Mounts Directly To Baseboard With a Drill & Screwdriver.,Product Dimension- Base: 1"" , Screw: 13/16” And Projection: 2-7/8” From Mounting Surface; Material: Zinc+Rubber. (Refer To Our Drawing For Details),Protect Your Interior,Exterior Doors And Walls From Damage Quality- HOMOTEK Rigid Door Stop Is Made Tough To Withstand Everyday Use. Our Wide Base And Firm Rubber Bumper Tips Design Restricts Those Heavy, Fast Swinging Doors From Slamming Into Your Walls And Creating Those Dreaded Doorknob Holes, While Also Safeguarding Your Wood, Steel, And Fiberglass Doors From Marks And Scrapes.,DURABLE AND SECURE-- Our Door Stop Is Made Of Durable, And High Quality Zinc Alloy. It is strong enough to Prevents Door Knob or Door Handle From Bumping The Wall.,Reliable Quality - Your Experience With The Product Is Our Guideline. If You Shall Have Any Concerns, Send Us An e-Mail And We Will Get To You Within 24 Hours. If You Are Not Fully Satisfied, Simply Send Them Back For a New Set Or a Full Refund! No Questions Asked!",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Master Manufacturing Brown Giant Foot Door Stop, Heavy Duty Rubber Wedge Design, Made in The USA, Holds Doors Up to 2"" Clearance Securely (00964)",https://www.amazon.com/Master-Manufacturing-Rubber-Clearance-Securely/dp/B09BNLDR9C/ref=zg_bs_1069196_88?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,"We're not just casters anymore ... Master provides a variety of products to protect you and your office furniture. As the industry's leading supplier, we provide replacement casters for 99% of the office chairs on the market today Master Manufacturing Company is a certified W.B.E. (Women's Business Enterprise) and a member of the National Minority Business Council. Founded in 1951, Master is owned by Iris R. Rubinfield whose leadership and commitment has developed a small, family-owned operation into a multi-million do/far business with unique, problem solving products. Located in an economic ""Enterprise Zone"" of Cleveland, Ohio, Master is committed to providing jobs for inner city residents with more than 98% of minority employees. Master's long-standing reputation for quality products and excellent customer service has made them a leader in the office furniture and supply industry. Problem Solving Products Doorstops Heavy-Duty No-Slip Made in the U.S.A. Extra-Wide Footprint holds doors securely in any position. Sanoprene (Thermoplastic) rubber material stands up to daily use Will not mar floors or carpeting A GIANT size: 6-3/4"" long x 3-112"" Wide x 2"" high Designed for extra-large heavy doors and with high clearances up to 2"" or spring closures","A GIANT size: 6-3/4"" long x 3-112"" Wide x 2"" high,Designed for extra-large heavy doors and with high clearances up to 2"" or spring closures,Sanoprene (Thermoplastic) rubber material stands up to daily use,Made in the U.S.A.,Will not mar floors or carpeting",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Door Stopper, Magnetic Door Stop, Stainless Steel, Magnetic Door Catch, 3M Double-Sided Adhesive Tape, No Drilling, Screws for Stronger Mount, Hold Your Door Open, 1 Pack to Have a Try",https://www.amazon.com/Magnetic-Stainless-Double-Sided-Adhesive-Drilling/dp/B07QXP3ZD1/ref=zg_bs_1069196_11/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"Long Service Life--Winonly 1 pack heavy duty door stoppers are constructed of high-quality stainless steel, solid, sturdy and rust-proof. More than 70,000 times test, WINONLY door stopper will provide longer service life than other door stops in the market. We provide a 2-year, so just buy with confidence! WINONLY provides 1/2/4/6 pack doorstops for your need! You can choose 1 pack type first if you are not sure our doorstop can fit your need or not.,Hold Your Door Open--Have you met this trouble? You want to keep the doors open，but a slight breeze would come through and slam the doors closed, also the naughty pets and kids will shut the door roughly, which will cause the damage to doors and wall. Now, WINONLY magnetic door stop, a good solution to keep a regular interior/exterior door open. Perfect for the windy area to keep air flow in the house without the inevitable heavy slamming door.,Protection against Damage--Magnetic door stop from Winonly prevents your doors from slamming shut with integrated soft-catch doors technology, featuring soft-catch functionality to stop and hold any doors softly and silently. Exquisite spring buffer loaded in the catch absorbs the force of closing the door too hard, provide the wall better protection, bringing you peace of mind. A tug will release the door to keep privacy.,No Need to Drill,2 Ways to Install --Either use 3M adhesive sticker without drilling, NO Hole, or mount permanently with screws. You can choose 1 pack type first if you are not sure our product can fit. The ASIN is :B07QXP3ZD1. Personally，i will recommand install with screws which will be more durable. Sometimes 3M may damage the surface due to the magnet working everyday！3M pads should be use on smooth/flat/dry surface，not for drywall/cement/latex paint wall and any uneven surface.,1 Pack to Have a Try--Anywhere you want the doors to keep open, use magnetic door holder, like mesh gate, residence, dorm, office, hotel, recreational vehicle, cabinet, patio, camper, etc.WINONLY provides 2/4/6 pack doorstops for your need！You can go to WINONLY Store to choose. If you have any issue, please feel free to contact us.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Neoera Magnetic Door Stopper, Updated Spring Shock Absorbent Technology, Soft-Catch Magnetic Hold, Premium 201 Stainless Steel, Anti-Rust, Heavy Duty for Various Door Types, Wall Mount 1Pack",https://www.amazon.com/Neoera-Absorbent-Technology-Soft-Catch-Stainless/dp/B0874W3SRC/ref=zg_bs_1069196_94?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,,"UPDATED SHOCK ABSORBENT TECHNOLOGY: Neoera magnetic door stoppers use built in innovative spring shock absorbent technology. Our shock absorbent technology reduces noise compared to other magnet door stoppers. The magnetic door stopper protects walls and doors in every close and open motion. At Neoera, we focus on your daily home problems, we encourage innovative thinking and apply intelligent design on all our products.,POWERFUL MAGNETIC DOOR HOLDER: Our powerful magnet undergoes hundreds of physical tests. We chose the right magnet power that ensures the door will stay securely open and function seamlessly. The magnetic force is strong enough to keep the door open in strong winds.,SUITABLE FOR VARIOUS DOOR TYPES: The magnetic door stopper can be placed on many surfaces: wood, metal, composite material, etc. The magnetic door stopper is functional, beautiful and fits many décor styles.,EASY TO INSTALL: Installation process takes less than 5 minutes. The package comes with a detailed user manual and supporting accessories to guide you through the installation. Please note that after installation, the gap between door and wall is 4 3/4"",DESIGN AND FINISH: The stopper has a shiny and smooth texture. It is made from premium stainless steel and precise machine cutting. Our product is sturdy, rust-proof, and has an elegant design. Prevent damage to your doors and walls. Buy with confidence, we provide a 2-year warranty on our product.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Door Stopper Rubber Door Stop Suitable for Door Bottom Clearance Within 0.9"" , Door Wedge Stoppers Floor Works on All Floor Types Heavy Duty Door Jam, Floors Door Stops with Door Holder (3 Pack Gray)",https://www.amazon.com/Stopper-Rubber-Suitable-Clearance-Stoppers/dp/B08ZGNNWH6/ref=zg_bs_1069196_18/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"Suitable for many door gaps: It fits under most door gaps and will withstand daily use without cracking apart. These door stoppers measure L 4.56"" x W 1.97"" x H 1.3"". Our unique sloped design and anti-slip base provide ultimate gripping power and allow your door stoppers to work on multiple surfaces. If the rubber door stopper is dirty, you can clean it, wipe it dry and use it again, the effect will be better. Note: It is recommended to use the door with a gap less than 0.9"" under the door.,Environmentally rubber: This kind of door stopper is made of good-quality rubber material, will not damage the ground, and has no traces. Strong grip, no damage to the door. Use it safely and securely.,Simple operation: Our door wedge just needs to be placed on the bottom of your door. There's no need for drilling holes or using adhesive tape. No sticky residue or ugly markings left behind. These rubber door wedges allow you to move freely in between rooms of your home, school or office, without having to open and close your doors every time. At home or office giving you enough to use for multiple bedroom, classroom or office doors etc.,Work on multiple surfaces: This door stopper can be applied to a variety of different grounds, with strong grip, such as wood, cement, vinyl, tile, or carpet. The rougher the ground, the stronger the grip of the door stopper.You're going to love the holder with Adhesive Tape. Fasten it to anywhere you want, door, wall, Or desk. For easy organize the doorstop.,Free for holder hooks: Comes with free holder hook each door stopper to hang the product on any door (or wall) in case the rubber door plug is lost and keep them safe and organized. It is very convenient.Perfect for indoor and outdoor use at home / office / cottage / garage / school and hospital.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
Brinks 675-83001 Commercial Door Security Bar,https://www.amazon.com/Brinks-675-83001-Commercial-Door-Security/dp/B00NP0E7SI/ref=zg_bs_1069196_24/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"20 gauge heavy duty steel tube construction,Adjustable,Swivel base,Lifetime warranty",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"HouseHold Impressions 8 Pack Oil Rubbed Bronze Spring Door Stoppers - 3 ⅛"" Flexible Heavy Duty RustProof Screw-in Stainless Steel Stops with Baby & PetProof Tips, Stop Drywall Damage to Home & Office",https://www.amazon.com/HouseHold-Impressions-Rubbed-Bronze-Stoppers/dp/B07P46G1WB/ref=zg_bs_1069196_64?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,"►KID-FRIENDLY Most door stoppers are notorious for being a choking hazard to small children because of an easy to remove tip. With these high quality low mount door stops, your child is a little more safe because these tips will stay in place.►COST-EFFICIENT Who says you can't have both quality and quantity? With the purchase of our door stops, you receive more stops per bag for less money.►SIMPLE INSTALLATION Easily installs into your baseboard or directly onto your door with the included screws. The screws can be found inside of each doorstop by simply unscrewing the base plate.►KEEPS YOUR WALLS AND DOORS IN PERFECT CONDITION The sturdy design of our door stops will restrict your doors from opening too far and creating doorknob holes and other blemishes in your walls while also safeguarding your interior and exterior doors.►PERFECT FOR HOME REMODELING  Add elegance to your home by replacing those outdated door stops with these new decorative spring door stops in our oil rubbed bronze finish.►100% SATISFACTION GUARANTEED  We stand behind the quality of our door stops and should you ever have an issue where the door stops arrives broken, or breaks due to no fault of your own, we will replace them 100% free of charge with our lifetime replacement guarantee.","🚪 KID & PET SAFE - We understand that kids of all ages including babies, infants, toddlers, preschoolers, and small children are curious & fascinated by spring style door stops. Parents and pet lovers can be worry-free because your tots, pups, and kittens will have a very difficult time removing the firm rubber tips from our uniquely designed low mounted door stops, reducing the risk of the door stop tips becoming a choking hazard. It's even hard for adults to remove the ends from our stoppers!,🚪 EASY TO INSTALL OR REPLACE - Our door stops can be effortlessly installed into baseboards or directly on your bedroom, bathroom, office, living room, kitchen, and garage doors simply by using the included screws. These screws are conveniently located inside of each door stop. First, unscrew the base plate counter-clockwise to find the installation screw inside of each door stop. Use a pencil to mark the installation location, drill a small hole, mount the base, insert the stop on to the base.,🚪 SAY GOODBYE TO DAMAGE TO YOUR DOORS AND DRYWALL- We kept your beautiful home in mind when designing our wide based door stops. These high quality stops will keep your interior and exterior doors and walls in perfect condition. How? Because our heavy duty stops restricts heavy or fast swinging doors from slamming into walls and creating those dreaded doorknob holes, while also protecting your wood, steel, and fiberglass doors from marks and scrapes. Drywall repair and paint touch-ups are gone!,🚪 DON'T NEED OUR FULL 12 PACK? - Now available for purchase is our smaller set of eight noise cancelling stops. Purchase a pack to compliment our normal 12 pack so that you'll have the exact amount of stops without leftovers. Place them behind every door in your home to beautifully match all of your other Oil Rubbed Bronze home accessories and decor. You can even gift them to family, friends, or coworkers as the perfect housewarming gift. You won't find a better deal for your money on stoppers!,🚪 OUR DOOR STOPS WILL NOT BREAK, FAIL, OR RUST OVER TIME OR YOUR MONEY BACK GUARANTEED - We take great pride in ensuring your experience with this product is fulfilling. If you shall have any concerns, send us an e-mail and we will get back to you within 24 HOURS. We would not put these on the market without backing them up with our personal assurance of Customer Satisfaction and Enjoyment! If you are not fully satisfied, simply send them back for a NEW set or a full refund! No questions asked!",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
